album_id,date,has_tags,id,owner_id,post_id,sizes,text
-6,1294924553,False,209543554,87958624,690,"[{'height': 0, 'url': 'https://sun9-3.userapi.com/c11441/u87958624/-6/s_c7b3424d.jpg', 'type': 's', 'width': 0}, {'height': 0, 'url': 'https://sun9-74.userapi.com/c11441/u87958624/-6/m_276a2ed5.jpg', 'type': 'm', 'width': 0}, {'height': 0, 'url': 'https://sun9-23.userapi.com/c11441/u87958624/-6/x_12d02956.jpg', 'type': 'x', 'width': 0}]",
-6,1294587231,False,208201782,87958624,689,"[{'height': 0, 'url': 'https://sun9-85.userapi.com/c564/u87958624/-6/s_128ded2d.jpg', 'type': 's', 'width': 0}, {'height': 0, 'url': 'https://sun9-85.userapi.com/c564/u87958624/-6/m_0222d958.jpg', 'type': 'm', 'width': 0}, {'height': 0, 'url': 'https://sun9-87.userapi.com/c564/u87958624/-6/x_e52db943.jpg', 'type': 'x', 'width': 0}]",
-6,1294398418,False,207285001,87958624,652,"[{'height': 0, 'url': 'https://sun9-48.userapi.com/c9641/u87958624/-6/s_ecc3a0d9.jpg', 'type': 's', 'width': 0}, {'height': 0, 'url': 'https://sun9-39.userapi.com/c9641/u87958624/-6/m_83cb21a7.jpg', 'type': 'm', 'width': 0}, {'height': 0, 'url': 'https://sun9-43.userapi.com/c9641/u87958624/-6/x_7357e322.jpg', 'type': 'x', 'width': 0}]",
-6,1295402191,False,211564402,87958624,731,"[{'height': 0, 'url': 'https://sun9-20.userapi.com/c10853/u87958624/-6/s_e7fb501d.jpg', 'type': 's', 'width': 0}, {'height': 0, 'url': 'https://sun9-21.userapi.com/c10853/u87958624/-6/m_326ea6c4.jpg', 'type': 'm', 'width': 0}, {'height': 0, 'url': 'https://sun9-88.userapi.com/c10853/u87958624/-6/x_da2ca111.jpg', 'type': 'x', 'width': 0}]",
-6,1291449163,False,194962756,87958624,115,"[{'height': 0, 'url': 'https://sun9-39.userapi.com/c9970/u87958624/-6/s_32c463f5.jpg', 'type': 's', 'width': 0}, {'height': 0, 'url': 'https://sun9-20.userapi.com/c9970/u87958624/-6/m_c8e01e26.jpg', 'type': 'm', 'width': 0}, {'height': 0, 'url': 'https://sun9-56.userapi.com/c9970/u87958624/-6/x_ff4dd920.jpg', 'type': 'x', 'width': 0}]",
-6,1295903385,False,213688150,87958624,790,"[{'height': 0, 'url': 'https://sun9-72.userapi.com/c10853/u87958624/-6/s_28994c17.jpg', 'type': 's', 'width': 0}, {'height': 0, 'url': 'https://sun9-44.userapi.com/c10853/u87958624/-6/m_d5b6b806.jpg', 'type': 'm', 'width': 0}, {'height': 0, 'url': 'https://sun9-4.userapi.com/c10853/u87958624/-6/x_df1a22fa.jpg', 'type': 'x', 'width': 0}]",
-6,1296618434,False,216576227,87958624,924,"[{'height': 0, 'url': 'https://sun9-10.userapi.com/c10854/u87958624/-6/s_cef279a2.jpg', 'type': 's', 'width': 0}, {'height': 0, 'url': 'https://sun9-21.userapi.com/c10854/u87958624/-6/m_6d88d93f.jpg', 'type': 'm', 'width': 0}, {'height': 0, 'url': 'https://sun9-14.userapi.com/c10854/u87958624/-6/x_514ed2cc.jpg', 'type': 'x', 'width': 0}]",
-6,1295901390,False,213678300,87958624,789,"[{'height': 0, 'url': 'https://sun9-79.userapi.com/c10853/u87958624/-6/s_e61387b9.jpg', 'type': 's', 'width': 0}, {'height': 0, 'url': 'https://sun9-43.userapi.com/c10853/u87958624/-6/m_753d828d.jpg', 'type': 'm', 'width': 0}, {'height': 0, 'url': 'https://sun9-8.userapi.com/c10853/u87958624/-6/x_9875f8aa.jpg', 'type': 'x', 'width': 0}]",
-6,1297370776,False,219834033,87958624,952,"[{'height': 0, 'url': 'https://sun9-86.userapi.com/c10854/u87958624/-6/s_3e72f7b6.jpg', 'type': 's', 'width': 0}, {'height': 0, 'url': 'https://sun9-15.userapi.com/c10854/u87958624/-6/m_3314a066.jpg', 'type': 'm', 'width': 0}, {'height': 0, 'url': 'https://sun9-9.userapi.com/c10854/u87958624/-6/x_d5628981.jpg', 'type': 'x', 'width': 0}]",
-6,1297370962,False,219834877,87958624,954,"[{'height': 0, 'url': 'https://sun9-88.userapi.com/c10854/u87958624/-6/s_45d27ad3.jpg', 'type': 's', 'width': 0}, {'height': 0, 'url': 'https://sun9-88.userapi.com/c10854/u87958624/-6/m_ade3c12f.jpg', 'type': 'm', 'width': 0}, {'height': 0, 'url': 'https://sun9-78.userapi.com/c10854/u87958624/-6/x_4e304416.jpg', 'type': 'x', 'width': 0}]",
